npc_id,t_send,t_recv,latency_s,ok_json,tokens_in,tokens_out,error,minute
3,9571.538339,9572.4391674,0.9008283999992273,1,323,50,,0
0,9571.4921548,9572.4423344,0.9501796000004106,1,323,63,,0
1,9571.5365536,9572.4433167,0.9067630999998073,1,323,59,,0
2,9571.5375753,9572.4731668,0.9355914999996457,1,323,56,,0
4,9571.5391541,9572.5233394,0.9841852999998082,1,323,63,,0
3,9572.9614315,9573.4655279,0.5040963999999803,1,323,51,,0
4,9574.0844159,9574.6147013,0.5302854000001389,1,323,54,,0
2,9575.6901853,9576.2959832,0.6057978999997431,1,323,66,,0
3,9578.2422761,9578.7449959,0.5027198000007047,1,323,41,,0
2,9586.3700681,9587.0665772,0.6965091000001848,1,323,51,,0
4,9586.8030632,9587.3765658,0.5735025999983918,1,323,54,,0
1,9587.7070869,9588.2127365,0.5056495999997423,1,323,46,,0
4,9587.8900099,9588.4513199,0.5613099999991391,1,323,63,,0
4,9590.6147917,9591.0850302,0.4702385000000504,1,323,41,,0
2,9592.5452471,9593.0528765,0.5076293999991321,1,323,50,,0
2,9598.2401643,9598.7462429,0.506078600001274,1,323,47,,0
4,9604.2350434,9604.8797853,0.6447418999996444,1,323,69,,0
2,9612.6196459,9613.1897617,0.5701157999992574,1,323,48,,0
1,9615.1752526,9615.7323571,0.5571044999996957,1,323,53,,0
0,9620.300151,9620.8354043,0.5352533000004769,1,323,48,,0
2,9621.9239385,9622.5349266,0.6109880999993038,1,323,68,,0
4,9625.3884104,9626.0671834,0.6787729999996372,1,323,41,,0
0,9631.9010489,9632.531177,0.6301281000014569,1,323,55,,1
2,9632.0980451,9632.6943648,0.5963197000000946,1,323,56,,1
4,9633.7787537,9634.3437473,0.5649935999990703,1,323,57,,1
4,9639.541823,9640.101227,0.5594039999996312,1,323,35,,1
4,9641.4385269,9641.8979473,0.4594204000004538,1,323,37,,1
1,9647.0240576,9647.6726553,0.6485977000011189,1,323,65,,1
4,9648.3240793,9648.8169035,0.4928241999987222,1,323,46,,1
4,9649.1219285,9649.6750423,0.553113799998755,1,323,59,,1
0,9669.4332653,9670.0632615,0.6299961999993684,1,323,52,,1
0,9682.7740483,9683.3880114,0.6139631000005465,1,323,54,,1
0,9686.6255742,9687.1718768,0.5463025999997626,1,323,51,,1
0,9711.7810475,9712.3611546,0.5801070999987132,1,323,55,,2
1,9715.1286612,9715.7327824,0.6041212000000087,1,323,67,,2
